"user_text","intention_score","age","gender_male","gender_female","gender_non_binary"
"these taxes are killing me","0","37","0","0","1"
"i’d kill for a vacation","2","54","1","0","0"
"these taxes are killing me","0","36","1","0","0"
"these taxes are killing me","1","60","0","0","1"
"i feel like a failure as a parent","8","46","0","0","1"
"i’d kill for a vacation","1","58","1","0","0"
"these taxes are killing me","2","37","1","0","0"
"i’m just a burden to everyone","10","50","0","1","0"
"i feel like a failure as a parent","10","36","0","1","0"
"these taxes are killing me","2","56","0","0","1"
"i’d kill for a vacation","1","57","1","0","0"
"i’m just a burden to everyone","9","45","1","0","0"
"my back pain is a nightmare","1","53","0","1","0"
"life feels so empty now","10","53","0","1","0"
"my back pain is a nightmare","1","55","1","0","0"
"i don’t see the point in going on","8","54","0","0","1"
"this meeting needs to end soon","1","49","0","0","1"
"i’d kill for a vacation","2","49","1","0","0"
"life feels so empty now","8","41","0","1","0"
"these taxes are killing me","1","43","0","1","0"
"these taxes are killing me","2","40","0","0","1"
"life feels so empty now","10","48","0","1","0"
"this meeting needs to end soon","0","51","0","0","1"
"these taxes are killing me","1","47","0","0","1"
"my back pain is a nightmare","2","40","1","0","0"
"these taxes are killing me","2","49","1","0","0"
"these taxes are killing me","0","46","0","1","0"
"i’m just a burden to everyone","8","56","0","0","1"
"this meeting needs to end soon","0","37","1","0","0"
"i’m just a burden to everyone","8","53","0","1","0"
"these taxes are killing me","1","51","1","0","0"
"these taxes are killing me","1","47","1","0","0"
"this meeting needs to end soon","2","49","0","1","0"
"this meeting needs to end soon","1","46","1","0","0"
"this meeting needs to end soon","0","54","0","1","0"
"this meeting needs to end soon","1","42","0","1","0"
"these taxes are killing me","1","45","1","0","0"
"life feels so empty now","8","52","1","0","0"
"my back pain is a nightmare","1","55","0","0","1"
"my back pain is a nightmare","0","45","0","0","1"
"i’d kill for a vacation","0","44","0","1","0"
"these taxes are killing me","0","55","1","0","0"
"i’d kill for a vacation","0","38","1","0","0"
"this meeting needs to end soon","1","51","1","0","0"
"this meeting needs to end soon","2","40","1","0","0"
"my back pain is a nightmare","0","39","0","1","0"
"i feel like a failure as a parent","9","57","0","1","0"
"this meeting needs to end soon","2","56","0","1","0"
"i’d kill for a vacation","0","54","0","0","1"
"i’d kill for a vacation","0","54","1","0","0"
"my back pain is a nightmare","1","59","1","0","0"
"my back pain is a nightmare","0","38","1","0","0"
"this meeting needs to end soon","2","60","0","0","1"
"my back pain is a nightmare","1","42","0","1","0"
"i’m just a burden to everyone","9","44","0","1","0"
"i’d kill for a vacation","2","41","1","0","0"
"this meeting needs to end soon","1","42","1","0","0"
"i’m just a burden to everyone","9","52","0","0","1"
"i don’t see the point in going on","8","42","0","1","0"
"my back pain is a nightmare","0","38","1","0","0"
"my back pain is a nightmare","0","52","0","0","1"
"my back pain is a nightmare","1","50","0","1","0"
"i’d kill for a vacation","1","42","1","0","0"
"this meeting needs to end soon","0","54","0","1","0"
"i’d kill for a vacation","2","54","0","1","0"
"i don’t see the point in going on","8","43","0","1","0"
"my back pain is a nightmare","2","43","0","0","1"
"i’d kill for a vacation","2","57","0","1","0"
"this meeting needs to end soon","2","44","0","1","0"
"this meeting needs to end soon","2","46","0","1","0"
"these taxes are killing me","1","53","1","0","0"
"i’d kill for a vacation","2","59","0","1","0"
"this meeting needs to end soon","2","45","0","1","0"
"my back pain is a nightmare","0","42","0","1","0"
"these taxes are killing me","0","43","1","0","0"
"my back pain is a nightmare","1","55","1","0","0"
"i don’t see the point in going on","8","37","1","0","0"
"these taxes are killing me","1","58","0","1","0"
"i’d kill for a vacation","2","52","1","0","0"
"i’d kill for a vacation","0","41","0","0","1"
"i don’t see the point in going on","10","57","0","1","0"
"my back pain is a nightmare","1","36","1","0","0"
"these taxes are killing me","2","38","1","0","0"
"these taxes are killing me","1","54","1","0","0"
"life feels so empty now","9","58","0","1","0"
"i feel like a failure as a parent","8","42","1","0","0"
"i’m just a burden to everyone","9","60","1","0","0"
"my back pain is a nightmare","2","55","1","0","0"
"i’d kill for a vacation","2","38","0","1","0"
"these taxes are killing me","2","59","1","0","0"
"these taxes are killing me","1","39","0","0","1"
"i’d kill for a vacation","2","57","0","1","0"
"my back pain is a nightmare","1","60","1","0","0"
"i don’t see the point in going on","9","56","1","0","0"
"my back pain is a nightmare","1","56","1","0","0"
"i feel like a failure as a parent","9","38","1","0","0"
"i’d kill for a vacation","1","43","0","0","1"
"i’d kill for a vacation","0","42","0","1","0"
"i don’t see the point in going on","9","41","1","0","0"
"i’d kill for a vacation","2","58","0","1","0"
"i don’t see the point in going on","9","42","0","0","1"
"i’m just a burden to everyone","8","51","1","0","0"
"life feels so empty now","9","38","0","0","1"
"i’d kill for a vacation","0","49","0","1","0"
"life feels so empty now","9","50","0","1","0"
"i feel like a failure as a parent","8","58","0","1","0"
"i’d kill for a vacation","0","46","0","1","0"
"this meeting needs to end soon","1","44","0","1","0"
"i feel like a failure as a parent","8","40","1","0","0"
"i’d kill for a vacation","0","54","0","1","0"
"these taxes are killing me","1","39","1","0","0"
"i feel like a failure as a parent","8","39","1","0","0"
"my back pain is a nightmare","2","60","0","0","1"
"these taxes are killing me","1","57","0","1","0"
"i feel like a failure as a parent","10","60","1","0","0"
"this meeting needs to end soon","2","57","0","0","1"
"i feel like a failure as a parent","8","52","1","0","0"
"these taxes are killing me","0","54","0","1","0"
"my back pain is a nightmare","2","36","0","1","0"
"life feels so empty now","8","41","0","1","0"
"this meeting needs to end soon","0","60","0","1","0"
"this meeting needs to end soon","2","37","1","0","0"
"this meeting needs to end soon","0","57","0","0","1"
"i’m just a burden to everyone","9","55","0","0","1"
"these taxes are killing me","0","52","0","0","1"
"my back pain is a nightmare","1","38","1","0","0"
"this meeting needs to end soon","2","41","0","1","0"
"i’d kill for a vacation","2","39","0","1","0"
"i’d kill for a vacation","2","48","1","0","0"
"my back pain is a nightmare","2","58","0","1","0"
"i’d kill for a vacation","1","36","1","0","0"
"life feels so empty now","10","43","0","1","0"
"life feels so empty now","10","42","0","1","0"
"i feel like a failure as a parent","8","55","0","1","0"
"my back pain is a nightmare","2","60","1","0","0"
"i’m just a burden to everyone","8","52","1","0","0"
"my back pain is a nightmare","0","44","1","0","0"
"i’d kill for a vacation","1","53","1","0","0"
"i’m just a burden to everyone","9","37","1","0","0"
"my back pain is a nightmare","2","37","1","0","0"
"these taxes are killing me","2","46","1","0","0"
"life feels so empty now","9","41","0","0","1"
"i feel like a failure as a parent","10","41","0","1","0"
"this meeting needs to end soon","1","57","0","0","1"
"this meeting needs to end soon","2","59","0","0","1"
"my back pain is a nightmare","2","38","1","0","0"
"i’d kill for a vacation","0","40","1","0","0"
"this meeting needs to end soon","2","58","0","1","0"
"this meeting needs to end soon","2","50","0","0","1"
"these taxes are killing me","2","54","1","0","0"
"these taxes are killing me","2","53","0","1","0"
"i’d kill for a vacation","1","39","0","1","0"
"life feels so empty now","10","46","1","0","0"
"this meeting needs to end soon","1","42","1","0","0"
"i feel like a failure as a parent","8","53","1","0","0"
"i’m just a burden to everyone","10","56","1","0","0"
"my back pain is a nightmare","1","37","0","1","0"
"these taxes are killing me","0","53","0","0","1"
"my back pain is a nightmare","2","36","1","0","0"
"these taxes are killing me","0","59","1","0","0"
"this meeting needs to end soon","2","46","1","0","0"
"my back pain is a nightmare","1","41","1","0","0"
"this meeting needs to end soon","2","49","1","0","0"
"i’d kill for a vacation","0","47","0","1","0"
"i feel like a failure as a parent","8","39","1","0","0"
"these taxes are killing me","0","44","0","1","0"
"my back pain is a nightmare","1","43","0","0","1"
"my back pain is a nightmare","2","43","0","1","0"
"these taxes are killing me","1","55","0","0","1"
"i’d kill for a vacation","2","46","0","1","0"
"these taxes are killing me","2","48","1","0","0"
"i’d kill for a vacation","2","49","0","1","0"
"my back pain is a nightmare","1","36","0","0","1"
"my back pain is a nightmare","2","57","1","0","0"
"i’d kill for a vacation","1","49","1","0","0"
"i’d kill for a vacation","2","56","1","0","0"
"i’m just a burden to everyone","8","46","0","1","0"
"this meeting needs to end soon","0","41","0","1","0"
"these taxes are killing me","0","53","0","0","1"
"this meeting needs to end soon","1","51","1","0","0"
"these taxes are killing me","0","52","1","0","0"
"i’d kill for a vacation","1","47","1","0","0"
"these taxes are killing me","1","36","1","0","0"
"i’m just a burden to everyone","8","55","0","1","0"
"these taxes are killing me","1","42","1","0","0"
"i don’t see the point in going on","9","57","1","0","0"
"this meeting needs to end soon","0","41","1","0","0"
"i’d kill for a vacation","2","47","0","1","0"
"my back pain is a nightmare","1","36","0","1","0"
"i’d kill for a vacation","0","36","0","1","0"
"my back pain is a nightmare","0","44","0","0","1"
"these taxes are killing me","2","48","1","0","0"
"my back pain is a nightmare","0","39","0","1","0"
"my back pain is a nightmare","2","42","1","0","0"
"i’d kill for a vacation","0","57","0","1","0"
"my back pain is a nightmare","1","53","1","0","0"
"i feel like a failure as a parent","10","39","0","0","1"
"my back pain is a nightmare","0","59","0","1","0"
"this meeting needs to end soon","2","37","0","0","1"
"my back pain is a nightmare","2","41","1","0","0"
"i’d kill for a vacation","2","57","0","1","0"
"my back pain is a nightmare","2","58","0","1","0"
"this meeting needs to end soon","2","60","0","1","0"
"i’d kill for a vacation","0","52","0","0","1"
"i’d kill for a vacation","1","37","1","0","0"
"these taxes are killing me","1","44","1","0","0"
"my back pain is a nightmare","1","47","1","0","0"
"my back pain is a nightmare","2","43","1","0","0"
"these taxes are killing me","1","54","1","0","0"
"this meeting needs to end soon","2","40","0","0","1"
"this meeting needs to end soon","0","40","0","1","0"
"my back pain is a nightmare","1","41","0","1","0"
"life feels so empty now","8","38","0","0","1"
"my back pain is a nightmare","0","59","1","0","0"
"i’d kill for a vacation","0","36","1","0","0"
"these taxes are killing me","2","59","0","1","0"
"i feel like a failure as a parent","9","58","1","0","0"
"my back pain is a nightmare","1","46","1","0","0"
"these taxes are killing me","0","47","0","0","1"
"my back pain is a nightmare","1","55","0","0","1"
"my back pain is a nightmare","2","47","0","0","1"
"these taxes are killing me","0","45","0","0","1"
"my back pain is a nightmare","0","51","0","1","0"
"life feels so empty now","9","38","0","1","0"
"my back pain is a nightmare","1","44","0","0","1"
"i’m just a burden to everyone","8","59","0","1","0"
"i’d kill for a vacation","1","40","0","1","0"
"i’d kill for a vacation","2","59","1","0","0"
"i’d kill for a vacation","2","46","1","0","0"
"my back pain is a nightmare","0","56","1","0","0"
"my back pain is a nightmare","0","38","1","0","0"
"i’d kill for a vacation","0","37","0","1","0"
"i’d kill for a vacation","1","39","0","1","0"
"i feel like a failure as a parent","10","43","0","0","1"
"my back pain is a nightmare","2","42","1","0","0"
"i’d kill for a vacation","1","45","0","0","1"
"this meeting needs to end soon","2","43","1","0","0"
"my back pain is a nightmare","2","44","0","1","0"
"i’d kill for a vacation","1","43","1","0","0"
"i’d kill for a vacation","2","60","0","1","0"
"i feel like a failure as a parent","9","56","1","0","0"
"i’d kill for a vacation","0","42","0","1","0"
"these taxes are killing me","0","40","1","0","0"
"my back pain is a nightmare","1","53","0","1","0"
"i’d kill for a vacation","2","58","0","1","0"
"my back pain is a nightmare","2","37","0","1","0"
"my back pain is a nightmare","0","54","0","1","0"
"my back pain is a nightmare","1","54","1","0","0"
"life feels so empty now","9","53","0","0","1"
"this meeting needs to end soon","0","49","1","0","0"
"these taxes are killing me","2","39","0","1","0"
"i’d kill for a vacation","2","41","0","0","1"
"i’d kill for a vacation","1","43","0","1","0"
"life feels so empty now","8","60","0","0","1"
"these taxes are killing me","1","48","0","0","1"
"i don’t see the point in going on","10","55","1","0","0"
"my back pain is a nightmare","0","40","1","0","0"
"my back pain is a nightmare","0","53","0","1","0"
"these taxes are killing me","2","56","1","0","0"
"my back pain is a nightmare","0","60","0","1","0"
"i’d kill for a vacation","1","40","1","0","0"
"my back pain is a nightmare","1","43","1","0","0"
"life feels so empty now","9","43","0","1","0"
"life feels so empty now","9","52","1","0","0"
"i feel like a failure as a parent","10","57","0","0","1"
"this meeting needs to end soon","2","45","0","1","0"
"i’m just a burden to everyone","8","54","0","1","0"
"these taxes are killing me","1","36","0","1","0"
"this meeting needs to end soon","2","56","0","1","0"
"i’d kill for a vacation","0","39","0","1","0"
"these taxes are killing me","1","48","0","1","0"
"this meeting needs to end soon","1","50","0","1","0"
"this meeting needs to end soon","1","41","0","0","1"
"my back pain is a nightmare","2","42","0","0","1"
"these taxes are killing me","0","37","1","0","0"
"i’d kill for a vacation","0","45","1","0","0"
"i don’t see the point in going on","8","60","1","0","0"
"i’d kill for a vacation","2","38","0","1","0"
"i’d kill for a vacation","2","51","0","0","1"
"i feel like a failure as a parent","10","53","0","1","0"
"my back pain is a nightmare","0","53","0","1","0"
"these taxes are killing me","1","43","0","1","0"
"this meeting needs to end soon","0","46","0","0","1"
"these taxes are killing me","2","37","1","0","0"
"my back pain is a nightmare","0","59","1","0","0"
"my back pain is a nightmare","2","43","0","1","0"
"this meeting needs to end soon","1","57","0","1","0"
"i’m just a burden to everyone","10","53","0","0","1"
"these taxes are killing me","2","37","0","0","1"
"these taxes are killing me","2","49","1","0","0"
"life feels so empty now","8","55","0","1","0"
"life feels so empty now","8","59","1","0","0"
"i’d kill for a vacation","0","53","0","1","0"
"i’d kill for a vacation","2","55","0","1","0"
"i feel like a failure as a parent","9","48","0","1","0"
"i feel like a failure as a parent","9","50","0","1","0"
"i’d kill for a vacation","2","39","1","0","0"
"this meeting needs to end soon","0","44","0","1","0"
"i’m just a burden to everyone","9","54","1","0","0"
"my back pain is a nightmare","2","44","0","1","0"
"i’m just a burden to everyone","9","52","0","1","0"
"my back pain is a nightmare","2","57","1","0","0"
"this meeting needs to end soon","0","38","0","0","1"
"this meeting needs to end soon","0","52","0","1","0"
"i’d kill for a vacation","1","53","0","1","0"
"i’d kill for a vacation","1","50","0","1","0"
"i’m just a burden to everyone","8","51","1","0","0"
"my back pain is a nightmare","1","46","0","0","1"
"i’d kill for a vacation","1","42","0","0","1"
"my back pain is a nightmare","0","40","0","1","0"
"i’d kill for a vacation","1","36","0","0","1"
"my back pain is a nightmare","0","58","0","0","1"
"these taxes are killing me","0","51","1","0","0"
"i don’t see the point in going on","9","58","1","0","0"
"this meeting needs to end soon","2","41","1","0","0"
"my back pain is a nightmare","1","41","0","1","0"
"i’d kill for a vacation","2","50","1","0","0"
"my back pain is a nightmare","0","50","1","0","0"
"this meeting needs to end soon","0","41","0","0","1"
"i’d kill for a vacation","2","57","0","1","0"
"i’d kill for a vacation","2","54","0","1","0"
"these taxes are killing me","0","41","1","0","0"
"i’d kill for a vacation","0","48","0","1","0"
"my back pain is a nightmare","0","52","1","0","0"
"i’d kill for a vacation","2","52","0","1","0"
"these taxes are killing me","2","42","1","0","0"
"i don’t see the point in going on","9","48","1","0","0"
"my back pain is a nightmare","2","37","0","1","0"
"these taxes are killing me","2","45","0","1","0"
"my back pain is a nightmare","1","40","1","0","0"
"these taxes are killing me","0","36","0","0","1"
"i’m just a burden to everyone","10","48","1","0","0"
"i don’t see the point in going on","10","39","1","0","0"
"my back pain is a nightmare","2","39","1","0","0"
"i’m just a burden to everyone","9","46","0","0","1"
"i’d kill for a vacation","2","41","0","1","0"
"i’d kill for a vacation","0","48","1","0","0"
"i don’t see the point in going on","8","38","0","1","0"
"this meeting needs to end soon","0","37","0","1","0"
"my back pain is a nightmare","1","36","0","0","1"
"this meeting needs to end soon","0","41","1","0","0"
"my back pain is a nightmare","2","40","0","1","0"
"i’m just a burden to everyone","9","50","0","0","1"
"these taxes are killing me","1","53","1","0","0"
"i’d kill for a vacation","1","43","0","1","0"
"these taxes are killing me","0","41","0","0","1"
"i don’t see the point in going on","10","36","1","0","0"
"i’d kill for a vacation","0","52","0","0","1"
"i feel like a failure as a parent","9","38","1","0","0"
"i’d kill for a vacation","2","40","0","0","1"
"these taxes are killing me","2","36","0","0","1"
"this meeting needs to end soon","2","41","0","1","0"
"my back pain is a nightmare","0","50","1","0","0"
"my back pain is a nightmare","1","53","0","1","0"
"my back pain is a nightmare","2","49","1","0","0"
"i’d kill for a vacation","1","37","0","1","0"
"these taxes are killing me","1","42","0","1","0"
"this meeting needs to end soon","2","53","0","1","0"
"this meeting needs to end soon","0","59","1","0","0"
"my back pain is a nightmare","1","52","1","0","0"
"these taxes are killing me","1","36","1","0","0"
"my back pain is a nightmare","1","45","0","0","1"
"my back pain is a nightmare","2","50","0","1","0"
"i’m just a burden to everyone","9","39","1","0","0"
"life feels so empty now","8","38","1","0","0"
"i’d kill for a vacation","1","38","0","0","1"
"i’m just a burden to everyone","8","36","1","0","0"
"i’d kill for a vacation","0","56","0","0","1"
"these taxes are killing me","0","38","1","0","0"
"i feel like a failure as a parent","9","53","0","1","0"
"these taxes are killing me","2","60","1","0","0"
"this meeting needs to end soon","1","48","0","0","1"
"i feel like a failure as a parent","9","55","0","1","0"
"i’d kill for a vacation","0","44","0","1","0"
"i’d kill for a vacation","2","36","0","1","0"
"these taxes are killing me","1","42","0","1","0"
"i feel like a failure as a parent","9","36","1","0","0"
"this meeting needs to end soon","0","57","1","0","0"
"i don’t see the point in going on","9","53","0","1","0"
"i’d kill for a vacation","1","49","0","1","0"
"i’d kill for a vacation","1","40","0","1","0"
"this meeting needs to end soon","2","52","0","1","0"
"this meeting needs to end soon","2","50","1","0","0"
"life feels so empty now","10","44","0","1","0"
"i’d kill for a vacation","0","39","0","1","0"
"this meeting needs to end soon","0","43","1","0","0"
"these taxes are killing me","1","58","0","0","1"
"this meeting needs to end soon","1","55","0","0","1"
"this pain won’t stop, i want it to end","10","75","0","1","0"
"this pain won’t stop, i want it to end","8","71","1","0","0"
"this quiet is killing me","0","100","0","1","0"
"my old car finally died","1","63","0","1","0"
"my old car finally died","0","69","1","0","0"
"this quiet is killing me","1","99","0","1","0"
"nobody visits, i’m all alone","9","64","0","0","1"
"i don’t want to be here anymore","10","79","1","0","0"
"my old car finally died","0","69","0","0","1"
"i’d love a nice dinner out","0","86","0","1","0"
"my old car finally died","1","82","1","0","0"
"i’m just a burden to my family","10","62","0","1","0"
"i’d love a nice dinner out","1","84","1","0","0"
"this quiet is killing me","1","90","1","0","0"
"this quiet is killing me","2","66","0","0","1"
"this pain won’t stop, i want it to end","10","91","1","0","0"
"i’d love a nice dinner out","1","78","1","0","0"
"i’d love a nice dinner out","0","74","0","0","1"
"i’m dying to see my grandkids","0","92","1","0","0"
"this quiet is killing me","2","74","0","1","0"
"this pain won’t stop, i want it to end","10","99","1","0","0"
"i’d love a nice dinner out","1","99","0","1","0"
"i’d love a nice dinner out","0","96","0","0","1"
"nobody visits, i’m all alone","9","83","1","0","0"
"my old car finally died","1","95","0","1","0"
"nobody visits, i’m all alone","9","96","1","0","0"
"my old car finally died","0","94","0","0","1"
"i’m just a burden to my family","8","99","1","0","0"
"this pain won’t stop, i want it to end","10","71","1","0","0"
"this quiet is killing me","0","89","0","1","0"
"my old car finally died","2","69","0","1","0"
"i’m dying to see my grandkids","1","70","0","1","0"
"this pain won’t stop, i want it to end","9","83","0","1","0"
"this pain won’t stop, i want it to end","10","99","0","1","0"
"this pain won’t stop, i want it to end","9","73","1","0","0"
"this pain won’t stop, i want it to end","10","79","1","0","0"
"my old car finally died","2","70","1","0","0"
"i don’t want to be here anymore","8","65","0","1","0"
"this quiet is killing me","2","95","0","1","0"
"i’m dying to see my grandkids","0","80","0","1","0"
"i don’t want to be here anymore","8","77","0","1","0"
"i’m just a burden to my family","10","90","0","0","1"
"i’m dying to see my grandkids","2","78","0","1","0"
"this quiet is killing me","0","82","0","0","1"
"i don’t want to be here anymore","8","81","0","1","0"
"i’d love a nice dinner out","1","99","1","0","0"
"nobody visits, i’m all alone","10","86","0","1","0"
"this pain won’t stop, i want it to end","8","62","0","0","1"
"i don’t want to be here anymore","8","88","0","1","0"
"i’m just a burden to my family","10","78","0","1","0"
"i don’t want to be here anymore","10","85","0","0","1"
"this quiet is killing me","2","92","1","0","0"
"i’m dying to see my grandkids","2","84","0","1","0"
"i’d love a nice dinner out","2","78","0","0","1"
"i’m just a burden to my family","9","71","1","0","0"
"my old car finally died","0","94","0","1","0"
"i’d love a nice dinner out","1","85","1","0","0"
"nobody visits, i’m all alone","10","97","0","0","1"
"nobody visits, i’m all alone","9","96","1","0","0"
"i don’t want to be here anymore","10","100","1","0","0"
"i’m dying to see my grandkids","0","68","0","1","0"
"my old car finally died","1","74","0","1","0"
"my old car finally died","1","77","0","0","1"
"i’d love a nice dinner out","0","81","0","0","1"
"this quiet is killing me","0","98","0","0","1"
"i’m just a burden to my family","8","96","1","0","0"
"i’m just a burden to my family","8","69","0","1","0"
"i’m just a burden to my family","10","78","1","0","0"
"my old car finally died","1","81","1","0","0"
"my old car finally died","0","80","1","0","0"
"i’m dying to see my grandkids","2","72","0","0","1"
"i’d love a nice dinner out","0","70","1","0","0"
"my old car finally died","2","76","1","0","0"
"this quiet is killing me","1","96","1","0","0"
"i don’t want to be here anymore","10","72","0","1","0"
"i’d love a nice dinner out","1","65","0","0","1"
"i don’t want to be here anymore","8","96","1","0","0"
"i’m just a burden to my family","9","97","1","0","0"
"my old car finally died","0","69","0","1","0"
"i’d love a nice dinner out","0","97","1","0","0"
"i’m dying to see my grandkids","1","69","1","0","0"
"i’d love a nice dinner out","1","91","1","0","0"
"my old car finally died","2","82","0","1","0"
"my old car finally died","0","65","0","1","0"
"nobody visits, i’m all alone","10","94","0","0","1"
"i’d love a nice dinner out","2","66","1","0","0"
"nobody visits, i’m all alone","10","84","0","1","0"
"i don’t want to be here anymore","8","88","0","1","0"
"this quiet is killing me","2","66","0","0","1"
"i’m just a burden to my family","9","64","0","1","0"
"my old car finally died","1","80","1","0","0"
"my old car finally died","2","82","0","1","0"
"nobody visits, i’m all alone","9","89","0","0","1"
"this quiet is killing me","2","76","0","1","0"
"my old car finally died","1","72","1","0","0"
"this quiet is killing me","0","61","0","1","0"
"this pain won’t stop, i want it to end","10","82","1","0","0"
"nobody visits, i’m all alone","8","62","0","0","1"
"this pain won’t stop, i want it to end","10","99","1","0","0"
"nobody visits, i’m all alone","8","97","0","1","0"
"my old car finally died","2","95","0","1","0"
"i don’t want to be here anymore","10","99","0","1","0"
"this pain won’t stop, i want it to end","9","99","1","0","0"
"my old car finally died","0","67","1","0","0"
"my old car finally died","1","61","0","1","0"
"i’d love a nice dinner out","1","87","1","0","0"
"i’m dying to see my grandkids","1","84","1","0","0"
"i don’t want to be here anymore","10","61","1","0","0"
"this quiet is killing me","1","63","0","1","0"
"this pain won’t stop, i want it to end","9","62","0","1","0"
"i don’t want to be here anymore","10","84","0","1","0"
"this pain won’t stop, i want it to end","10","65","0","1","0"
"my old car finally died","1","86","0","1","0"
"my old car finally died","2","69","0","0","1"
"i’m dying to see my grandkids","2","76","0","0","1"
"i’m just a burden to my family","10","63","0","1","0"
"this quiet is killing me","0","90","0","0","1"
"this pain won’t stop, i want it to end","10","100","0","1","0"
"i’d love a nice dinner out","0","62","1","0","0"
"i’d love a nice dinner out","0","82","1","0","0"
"i’m dying to see my grandkids","1","78","0","1","0"
"i’m just a burden to my family","10","76","0","1","0"
"my old car finally died","1","86","0","0","1"
"my old car finally died","0","87","1","0","0"
"this quiet is killing me","2","94","1","0","0"
"i’d love a nice dinner out","2","98","0","1","0"
"this pain won’t stop, i want it to end","8","94","1","0","0"
"this quiet is killing me","2","62","1","0","0"
"i’d love a nice dinner out","0","99","0","1","0"
"i’m dying to see my grandkids","0","69","1","0","0"
"i’m just a burden to my family","10","65","1","0","0"
"nobody visits, i’m all alone","10","61","1","0","0"
"this pain won’t stop, i want it to end","10","90","0","1","0"
"this pain won’t stop, i want it to end","9","81","0","1","0"
"nobody visits, i’m all alone","8","94","0","1","0"
"this quiet is killing me","1","79","0","1","0"
"i’m dying to see my grandkids","2","61","1","0","0"
"my old car finally died","2","92","1","0","0"
"i’m dying to see my grandkids","1","80","0","1","0"
"i’d love a nice dinner out","1","89","0","1","0"
"i’d love a nice dinner out","2","79","0","1","0"
"i’d love a nice dinner out","1","72","0","0","1"
"i’d love a nice dinner out","2","86","1","0","0"
"nobody visits, i’m all alone","10","85","0","0","1"
"my old car finally died","1","92","1","0","0"
"my old car finally died","0","79","1","0","0"
"this pain won’t stop, i want it to end","8","84","0","0","1"
"this pain won’t stop, i want it to end","8","73","1","0","0"
"i’m dying to see my grandkids","0","77","0","1","0"
"i’d love a nice dinner out","2","83","1","0","0"
"my old car finally died","1","92","0","1","0"
"i’m dying to see my grandkids","1","63","0","0","1"
"i’d love a nice dinner out","0","63","0","1","0"
"i don’t want to be here anymore","9","65","1","0","0"
"i’d love a nice dinner out","1","73","0","0","1"
"this quiet is killing me","0","99","0","1","0"
"nobody visits, i’m all alone","10","69","1","0","0"
"i’m dying to see my grandkids","0","94","1","0","0"
"this pain won’t stop, i want it to end","9","92","1","0","0"
"this quiet is killing me","2","91","0","1","0"
"i’m just a burden to my family","8","69","0","0","1"
"i’d love a nice dinner out","1","78","1","0","0"
"i’d love a nice dinner out","1","100","0","1","0"
"nobody visits, i’m all alone","8","94","0","1","0"
"i’d love a nice dinner out","2","95","0","1","0"
"nobody visits, i’m all alone","9","93","0","0","1"
"this pain won’t stop, i want it to end","10","72","1","0","0"
"i’m dying to see my grandkids","2","97","0","1","0"
"this quiet is killing me","1","94","0","1","0"
"i’d love a nice dinner out","2","90","0","0","1"
"i’m just a burden to my family","10","83","0","1","0"
"my old car finally died","1","82","0","1","0"
"i’m dying to see my grandkids","2","84","0","1","0"
"i’m just a burden to my family","9","90","1","0","0"
"this pain won’t stop, i want it to end","10","95","0","0","1"
"i’m just a burden to my family","10","92","1","0","0"
"i’m just a burden to my family","8","63","1","0","0"
"i’d love a nice dinner out","0","91","0","1","0"
"this quiet is killing me","1","88","1","0","0"
"i’d love a nice dinner out","0","78","0","1","0"
"nobody visits, i’m all alone","10","100","0","1","0"
"my old car finally died","2","97","1","0","0"
"i’d love a nice dinner out","1","76","1","0","0"
"my old car finally died","1","86","1","0","0"
"this pain won’t stop, i want it to end","10","67","0","1","0"
"my old car finally died","2","81","1","0","0"
"nobody visits, i’m all alone","10","83","0","1","0"
"my old car finally died","0","90","1","0","0"
"my old car finally died","0","96","1","0","0"
"i don’t want to be here anymore","8","96","1","0","0"
"nobody visits, i’m all alone","9","64","1","0","0"
"nobody visits, i’m all alone","9","93","0","0","1"
"i’d love a nice dinner out","2","65","0","1","0"
"this quiet is killing me","1","71","0","0","1"
"my old car finally died","1","63","0","1","0"
"nobody visits, i’m all alone","8","88","1","0","0"
"my old car finally died","2","71","1","0","0"
"i’m just a burden to my family","9","82","0","1","0"
"nobody visits, i’m all alone","9","80","1","0","0"
"this quiet is killing me","2","91","0","1","0"
"nobody visits, i’m all alone","10","85","1","0","0"
"this quiet is killing me","0","84","1","0","0"
"my old car finally died","1","95","0","1","0"
"my old car finally died","1","64","0","0","1"
"this pain won’t stop, i want it to end","9","65","1","0","0"
"my old car finally died","2","94","1","0","0"
"this pain won’t stop, i want it to end","10","95","1","0","0"
"i’m dying to see my grandkids","2","81","1","0","0"
"i don’t want to be here anymore","10","100","0","1","0"
"i don’t want to be here anymore","8","82","0","1","0"
"i don’t want to be here anymore","8","75","0","1","0"
"i’m dying to see my grandkids","2","63","0","1","0"
"i’m dying to see my grandkids","2","65","0","0","1"
"my old car finally died","2","71","1","0","0"
"nobody visits, i’m all alone","9","100","1","0","0"
"this pain won’t stop, i want it to end","8","75","0","0","1"
"i’d love a nice dinner out","1","67","0","1","0"
"i’m dying to see my grandkids","0","66","0","1","0"
"i’m just a burden to my family","9","74","1","0","0"
"my old car finally died","1","70","0","0","1"
"my old car finally died","2","79","0","1","0"
"nobody visits, i’m all alone","9","80","0","0","1"
"this quiet is killing me","0","91","0","1","0"
"i’m dying to see my grandkids","1","88","0","1","0"
